key_term_id,"key_term","key_time","Description","type",region
427,"Elections - India","2015-04-29 10:09:10",NULL,"R",236
428,"Elections - Brazil","2015-04-29 10:19:47",NULL,"R",238
429,"Elections - Mexico","2015-04-29 10:19:56",NULL,"R",238
430,"Crime - Cambodia","2015-04-29 11:10:48",NULL,"R",85
431,"Crime - India","2015-04-29 11:10:57",NULL,"R",85
432,"Health - Cambodia","2015-04-29 11:16:34",NULL,"R",152
433,"Health - Indonesia","2015-04-29 11:16:45",NULL,"R",152
434,"Health - Japan","2015-04-29 11:16:57",NULL,"R",152
435,"Health - South Korea","2015-04-29 11:17:08",NULL,"R",152
436,"Health - Pakistan","2015-04-29 11:17:17",NULL,"R",152
437,"Health - Taiwan","2015-04-29 11:17:26",NULL,"R",152
438,"Health - Vietnam","2015-04-29 11:17:34",NULL,"R",152
439,"Health - Dominican Republic","2015-04-29 11:47:32",NULL,"R",151
440,"Health - Paraguay","2015-04-29 11:47:41",NULL,"R",151
441,"Health - Cuba","2015-04-29 11:47:50",NULL,"R",151
442,"Health - Colombia","2015-04-29 11:48:01",NULL,"R",151
443,"Health - Jamaica","2015-04-29 11:48:11",NULL,"R",151
444,"Education - Finland","2015-04-30 10:55:49",NULL,"R",160
445,"Education - France","2015-04-30 10:55:58",NULL,"R",160
446,"Education - Germany","2015-04-30 10:56:07",NULL,"R",160
447,"Education - Argentina","2015-04-30 11:36:33",NULL,"R",161
448,"Education - Bolivia","2015-04-30 11:36:44",NULL,"R",161
449,"Education - Haiti","2015-04-30 11:36:52",NULL,"R",161
450,"Labor - Bolivia","2015-04-30 11:49:07",NULL,"R",166
451,"Labor - Dominican Republic","2015-04-30 11:49:18",NULL,"R",166
452,"Labor - Haiti","2015-04-30 11:49:27",NULL,"R",166
453,"Labor - Jamaica","2015-04-30 11:49:35",NULL,"R",166
454,"Religion - UK","2015-05-18 11:17:34",NULL,"R",273
455,"Religion - Germany","2015-05-18 11:17:44",NULL,"R",273
456,"Religion - Finland","2015-05-18 11:17:53",NULL,"R",273
457,"Religion - Switzerland","2015-05-18 11:18:05",NULL,"R",273
458,"Religion - Sweden","2015-05-18 11:18:16",NULL,"R",273
459,"Religion - Netherlands","2015-05-18 11:26:34",NULL,"R",273
460,"Religion - Russia","2015-05-18 11:26:44",NULL,"R",273
461,"Children & Families - UK","2015-05-18 11:52:41",NULL,"R",239
462,"Children & Families - Finland","2015-05-18 11:52:51",NULL,"R",239
463,"Children & Families - Sweden","2015-05-18 11:52:59",NULL,"R",239
464,"Children & Families - Mexico","2015-05-18 12:05:13",NULL,"R",244
465,"Children & Families - Guatemala","2015-05-18 12:05:23",NULL,"R",244
466,"Children & Families - Nicaragua","2015-05-18 12:05:34",NULL,"R",244
467,"Children & Families - Peru","2015-05-18 12:05:43",NULL,"R",244
468,"Children & Families - China","2015-05-18 12:10:23",NULL,"R",240
469,"Children & Families - India","2015-05-18 12:10:31",NULL,"R",240
470,"Children & Families - Japan","2015-05-18 12:10:40",NULL,"R",240
471,"Children & Families - Bangladesh","2015-05-18 12:10:54",NULL,"R",240
472,"Children & Families - Vietnam","2015-05-18 12:11:04",NULL,"R",240
473,"Children & Families - Taiwan","2015-05-18 12:11:13",NULL,"R",240
474,"Race - Finland","2015-05-18 12:23:28",NULL,"R",286
475,"Race - UK","2015-05-18 12:23:38",NULL,"R",286
476,"Race - Germany","2015-05-18 12:23:48",NULL,"R",286
477,"Race - Belgium","2015-05-18 12:24:00",NULL,"R",286
478,"Race - Italy","2015-05-18 12:24:09",NULL,"R",286
479,"Race - Poland","2015-05-18 12:25:16",NULL,"R",286
480,"Sexual Attitudes, Orientation & Behavior - Non USA","2015-05-18 12:32:00",NULL,"R",3
481,"Businesses - UK","2015-05-18 12:38:02",NULL,"R",278
482,"Businesses - India","2015-05-18 12:45:52",NULL,"R",277
483,"Businesses - Philippines","2015-05-18 12:46:04",NULL,"R",277
484,"Businesses - Cambodia","2015-05-18 12:46:14",NULL,"R",277
485,"Businesses - Bolivia","2015-05-18 12:53:55",NULL,"R",279
486,"Businesses - Brazil","2015-05-18 12:54:02",NULL,"R",279
487,"Businesses - Mexico","2015-05-18 12:54:13",NULL,"R",279
488,"Businesses - Peru","2015-05-18 12:54:23",NULL,"R",279
489,"Housing - Cambodia","2015-05-18 16:49:09",NULL,"R",255
490,"Housing - India","2015-05-18 16:49:18",NULL,"R",255
491,"Housing - China","2015-05-18 16:49:31",NULL,"R",255
492,"Housing - Japan","2015-05-18 16:49:40",NULL,"R",255
493,"Housing - South Africa","2015-05-18 16:54:16",NULL,"R",139
494,"Housing - Haiti","2015-05-18 16:55:54",NULL,"R",139
495,"Consumer Spending - Cambodia","2015-05-19 09:12:13",NULL,"R",250
496,"Consumer Spending - Pakistan","2015-05-19 09:13:48",NULL,"R",250
497,"Education - Cambodia","2015-05-19 09:18:35",NULL,"R",158
498,"Education - Indonesia","2015-05-19 09:18:47",NULL,"R",158
499,"Education - Pakistan","2015-05-19 09:18:58",NULL,"R",158
500,"Longitudinal Surveys - UK","2015-05-19 13:22:48",NULL,"R",305
501,"Longitudinal Surveys - Denmark","2015-05-19 13:23:24",NULL,"R",305
502,"Longitudinal Surveys - Russia","2015-05-19 13:23:33",NULL,"R",305
503,"Longitudinal Surveys - Germany","2015-05-19 13:28:02",NULL,"R",305
504,"Longitudinal Surveys - Belgium","2015-05-19 13:28:15",NULL,"R",305
505,"Longitudinal Surveys - Cuba","2015-05-19 13:29:35",NULL,"R",309
506,"Longitudinal Surveys - Haiti","2015-05-19 13:29:48",NULL,"R",309
507,"Longitudinal Surveys - Mexico","2015-05-19 13:30:05",NULL,"R",309
508,"Longitudinal Surveys - China","2015-05-19 13:32:05",NULL,"R",306
509,"Longitudinal Surveys - Japan","2015-05-19 13:32:15",NULL,"R",306
510,"Longitudinal Surveys - Indonesia","2015-05-19 13:32:29",NULL,"R",306
511,"Longitudinal Surveys - Philippines","2015-05-19 13:32:56",NULL,"R",306
512,"Conflicts - Africa","2015-05-20 14:09:10",NULL,"R",47
513,"Conflicts - Latin America","2015-05-20 14:09:26",NULL,"R",47
514,"Conflicts - Europe","2015-05-20 14:09:36",NULL,"R",47
515,"Conflicts - Asia","2015-05-20 14:09:43",NULL,"R",47
516,"Conflicts - Middle East","2015-05-20 14:09:54",NULL,"R",47
517,"Australia","2015-05-21 10:49:17",NULL,"R",30
518,"New Zealand","2015-05-21 10:49:25",NULL,"R",30
519,"Elections - New Zealand","2015-05-21 12:20:24",NULL,"R",143
520,"Labor - Australia","2015-05-21 12:22:46",NULL,"R",169
521,"Labor - New Zealand","2015-05-21 12:22:58",NULL,"R",169
522,"Public Opinion - Australia","2015-05-21 12:40:39",NULL,"R",150
523,"Public Opinion - New Zealand","2015-05-21 12:40:51",NULL,"R",150
524,"Young Adults - Belgium","2015-05-21 12:53:36",NULL,"R",140
525,"Young Adults - Canada","2015-05-21 12:53:50",NULL,"R",140
526,"Young Adults - Finland","2015-05-21 12:53:58",NULL,"R",140
527,"Young Adults - Germany","2015-05-21 12:54:10",NULL,"R",140
528,"Young Adults - Russia","2015-05-21 12:54:20",NULL,"R",140
529,"Young Adults - Guatemala","2015-05-21 12:54:31",NULL,"R",140
530,"Young Adults - Africa","2015-05-21 12:54:43",NULL,"R",140
531,"Young Adults - Asia","2015-05-21 12:54:52",NULL,"R",140
532,"Young Adults - Middle East","2015-05-21 12:58:12",NULL,"R",140
533,"Azerbaijan","2015-07-27 14:31:57",NULL,"R",12
534,"Bulgaria","2015-07-27 14:08:41",NULL,"R",11
535,"Cyprus","2015-07-28 10:01:54",NULL,"R",11
536,"Czech Republic","2015-07-27 14:08:50",NULL,"R",11
537,"Estonia","2015-07-27 14:08:57",NULL,"R",11
538,"Latvia","2015-07-27 14:09:04",NULL,"R",11
539,"Lithuania","2015-07-27 14:09:11",NULL,"R",11
540,"Malta","2015-07-27 14:09:16",NULL,"R",11
541,"Slovakia","2015-07-27 14:09:23",NULL,"R",11
542,"Mauritius","2015-07-28 10:08:58",NULL,"R",14
543,"Cape Verde","2015-07-28 10:09:06",NULL,"R",14
544,"Namibia","2015-07-28 10:12:39",NULL,"R",14
545,"Bahrain","2015-11-25 12:37:21",NULL,"R",31
546,"Jordan","2015-11-25 12:37:29",NULL,"R",31
547,"Kuwait","2015-11-25 12:37:36",NULL,"R",31
548,"Lebanon","2015-11-25 12:37:43",NULL,"R",31
549,"Oman","2015-11-25 12:37:50",NULL,"R",31
550,"Qatar","2015-11-25 12:37:57",NULL,"R",31
551,"Saudi Arabia","2015-11-25 12:38:05",NULL,"R",31
552,"Syria","2015-11-25 12:38:14",NULL,"R",31
553,"United Arab Emirates","2015-11-25 12:38:25",NULL,"R",31
554,"Yemen","2015-11-25 12:38:30",NULL,"R",31
555,"Public Opinion - China","2015-12-09 12:34:24",NULL,"R",147
556,"Public Opinion - Japan","2015-12-09 12:29:25",NULL,"R",147
557,"Public Opinion - South Korea","2015-12-09 12:29:41",NULL,"R",147
558,"Public Opinion - Philippines","2015-12-09 12:29:58",NULL,"R",147
559,"Albania","2016-02-05 10:50:56",NULL,"R",11
560,"Croatia","2016-02-05 10:51:04",NULL,"R",11
561,"Luxembourg","2016-02-05 10:51:13",NULL,"R",11
562,"Bosnia & Herzegovina","2016-02-05 10:51:28",NULL,"R",11
563,"Kosovo","2016-02-05 10:51:35",NULL,"R",11
564,"Montenegro","2016-02-05 10:51:44",NULL,"R",11
565,"Moldova","2016-02-05 10:56:16",NULL,"R",11
566,"Macedonia","2016-02-05 10:59:56",NULL,"R",11
567,"Guinea","2016-07-13 09:41:04",NULL,"R",14
568,"South Sudan","2016-07-13 09:41:16",NULL,"R",14
570,"Nepal","2016-07-13 09:41:49",NULL,"R",12
