key_term_id,"key_term","key_time","Description","type",region
460,"Religion - Russia","2015-05-18 11:26:44",,"R",273
461,"Children & Families - United Kingdom","2016-10-07 14:09:26",,"R",239
462,"Children & Families - Finland","2015-05-18 11:52:51",,"R",239
463,"Children & Families - Sweden","2015-05-18 11:52:59",,"R",239
464,"Children & Families - Mexico","2015-05-18 12:05:13",,"R",244
465,"Children & Families - Guatemala","2015-05-18 12:05:23",,"R",244
466,"Children & Families - Nicaragua","2015-05-18 12:05:34",,"R",244
467,"Children & Families - Peru","2015-05-18 12:05:43",,"R",244
468,"Children & Families - China","2015-05-18 12:10:23",,"R",240
469,"Children & Families - India","2015-05-18 12:10:31",,"R",240
470,"Children & Families - Japan","2015-05-18 12:10:40",,"R",240
471,"Children & Families - Bangladesh","2015-05-18 12:10:54",,"R",240
472,"Children & Families - Vietnam","2015-05-18 12:11:04",,"R",240
473,"Children & Families - Taiwan","2015-05-18 12:11:13",,"R",240
474,"Race, Ethnicity, Ethnic relations - Finland","2016-11-10 11:02:56",,"R",286
475,"Race, Ethnicity, Ethnic relations - UK","2016-11-10 11:07:28",,"R",286
476,"Race, Ethnicity, Ethnic relations - Germany","2016-11-10 11:02:58",,"R",286
477,"Race, Ethnicity, Ethnic relations - Belgium","2016-11-10 11:02:47",,"R",286
478,"Race, Ethnicity, Ethnic relations - Italy","2016-11-10 11:03:00",,"R",286
479,"Race, Ethnicity, Ethnic relations - Poland","2016-11-10 11:03:07",,"R",286
480,"Sexual Attitudes, Orientation & Behavior - Non USA","2015-05-18 12:32:00",,"R",3
481,"Businesses - United Kingdom","2016-10-07 14:09:17",,"R",278
482,"Businesses - India","2015-05-18 12:45:52",,"R",277
483,"Businesses - Philippines","2015-05-18 12:46:04",,"R",277
484,"Businesses - Cambodia","2015-05-18 12:46:14",,"R",277
485,"Businesses - Bolivia","2015-05-18 12:53:55",,"R",279
486,"Businesses - Brazil","2015-05-18 12:54:02",,"R",279
487,"Businesses - Mexico","2015-05-18 12:54:13",,"R",279
488,"Businesses - Peru","2015-05-18 12:54:23",,"R",279
489,"Housing - Cambodia","2015-05-18 16:49:09",,"R",255
490,"Housing - India","2015-05-18 16:49:18",,"R",255
491,"Housing - China","2015-05-18 16:49:31",,"R",255
492,"Housing - Japan","2015-05-18 16:49:40",,"R",255
493,"Housing - South Africa","2015-05-18 16:54:16",,"R",139
494,"Housing - Haiti","2015-05-18 16:55:54",,"R",139
495,"Consumer Spending & Finance - Cambodia","2016-11-10 11:00:01",,"R",250
496,"Consumer Spending & Finance - Pakistan","2016-11-10 11:00:55",,"R",250
497,"Education - Cambodia","2015-05-19 09:18:35",,"R",158
498,"Education - Indonesia","2015-05-19 09:18:47",,"R",158
499,"Education - Pakistan","2015-05-19 09:18:58",,"R",158
500,"Longitudinal Surveys - United Kingdom","2016-10-07 14:10:52",,"R",305
501,"Longitudinal Surveys - Denmark","2015-05-19 13:23:24",,"R",305
502,"Longitudinal Surveys - Russia","2015-05-19 13:23:33",,"R",305
503,"Longitudinal Surveys - Germany","2015-05-19 13:28:02",,"R",305
504,"Longitudinal Surveys - Belgium","2015-05-19 13:28:15",,"R",305
505,"Longitudinal Surveys - Cuba","2015-05-19 13:29:35",,"R",309
506,"Longitudinal Surveys - Haiti","2015-05-19 13:29:48",,"R",309
507,"Longitudinal Surveys - Mexico","2015-05-19 13:30:05",,"R",309
508,"Longitudinal Surveys - China","2015-05-19 13:32:05",,"R",306
509,"Longitudinal Surveys - Japan","2015-05-19 13:32:15",,"R",306
510,"Longitudinal Surveys - Indonesia","2015-05-19 13:32:29",,"R",306
511,"Longitudinal Surveys - Philippines","2015-05-19 13:32:56",,"R",306
512,"Conflicts, Wars, Terrorism - Africa","2016-11-10 10:59:08",,"R",47
513,"Conflicts, Wars, Terrorism - Latin America","2016-11-10 10:59:17",,"R",47
514,"Conflicts, Wars, Terrorism - Europe","2016-11-10 10:59:14",,"R",47
515,"Conflicts, Wars, Terrorism - Asia","2016-11-10 10:59:11",,"R",47
516,"Conflicts, Wars, Terrorism - Middle East","2016-11-10 10:59:26",,"R",47
517,"Australia","2015-05-21 10:49:17",,"R",30
518,"New Zealand","2015-05-21 10:49:25",,"R",30
519,"Elections - New Zealand","2015-05-21 12:20:24",,"R",143
520,"Labor - Australia","2015-05-21 12:22:46",,"R",169
521,"Labor - New Zealand","2015-05-21 12:22:58",,"R",169
522,"Public Opinion - Australia","2015-05-21 12:40:39",,"R",150
523,"Public Opinion - New Zealand","2015-05-21 12:40:51",,"R",150
524,"Young Adults - Belgium","2015-05-21 12:53:36",,"R",140
525,"Young Adults - Canada","2015-05-21 12:53:50",,"R",140
526,"Young Adults - Finland","2015-05-21 12:53:58",,"R",140
527,"Young Adults - Germany","2015-05-21 12:54:10",,"R",140
528,"Young Adults - Russia","2015-05-21 12:54:20",,"R",140
529,"Young Adults - Guatemala","2015-05-21 12:54:31",,"R",140
530,"Young Adults - Africa","2015-05-21 12:54:43",,"R",140
531,"Young Adults - Asia","2015-05-21 12:54:52",,"R",140
532,"Young Adults - Middle East","2015-05-21 12:58:12",,"R",140
533,"Azerbaijan","2015-07-27 14:31:57",,"R",12
534,"Bulgaria","2015-07-27 14:08:41",,"R",11
535,"Cyprus","2015-07-28 10:01:54",,"R",11
536,"Czech Republic","2015-07-27 14:08:50",,"R",11
537,"Estonia","2015-07-27 14:08:57",,"R",11
538,"Latvia","2015-07-27 14:09:04",,"R",11
539,"Lithuania","2015-07-27 14:09:11",,"R",11
540,"Malta","2015-07-27 14:09:16",,"R",11
541,"Slovakia","2015-07-27 14:09:23",,"R",11
542,"Mauritius","2015-07-28 10:08:58",,"R",14
543,"Cape Verde","2015-07-28 10:09:06",,"R",14
544,"Namibia","2015-07-28 10:12:39",,"R",14
545,"Bahrain","2015-11-25 12:37:21",,"R",31
546,"Jordan","2015-11-25 12:37:29",,"R",31
547,"Kuwait","2015-11-25 12:37:36",,"R",31
548,"Lebanon","2015-11-25 12:37:43",,"R",31
549,"Oman","2015-11-25 12:37:50",,"R",31
550,"Qatar","2015-11-25 12:37:57",,"R",31
551,"Saudi Arabia","2015-11-25 12:38:05",,"R",31
552,"Syria","2015-11-25 12:38:14",,"R",31
553,"United Arab Emirates","2015-11-25 12:38:25",,"R",31
554,"Yemen","2015-11-25 12:38:30",,"R",31
555,"Public Opinion - China","2015-12-09 12:34:24",,"R",147
556,"Public Opinion - Japan","2015-12-09 12:29:25",,"R",147
557,"Public Opinion - South Korea","2015-12-09 12:29:41",,"R",147
558,"Public Opinion - Philippines","2015-12-09 12:29:58",,"R",147
559,"Albania","2016-02-05 10:50:56",,"R",11
560,"Croatia","2016-02-05 10:51:04",,"R",11
561,"Luxembourg","2016-02-05 10:51:13",,"R",11
562,"Bosnia & Herzegovina","2016-02-05 10:51:28",,"R",11
563,"Kosovo","2016-02-05 10:51:35",,"R",11
564,"Montenegro","2016-02-05 10:51:44",,"R",11
565,"Moldova","2016-02-05 10:56:16",,"R",11
566,"Macedonia","2016-02-05 10:59:56",,"R",11
567,"Guinea","2016-07-13 09:41:04",,"R",14
568,"South Sudan","2016-07-13 09:41:16",,"R",14
571,"Guyana","2016-08-23 10:44:29",,"R",13
570,"Nepal","2016-07-13 09:41:49",,"R",12
572,"Suriname","2016-08-23 10:44:39",,"R",13
573,"Antigua and Barbuda","2016-08-23 10:44:52",,"R",13
574,"Bahamas","2016-08-23 10:45:04",,"R",13
575,"Grenada","2016-08-23 10:46:37",,"R",13
576,"Dominica","2016-08-23 10:45:24",,"R",13
578,"Saint Kitts and Nevis","2016-08-23 10:46:57",,"R",13
579,"Saint Vincent and the Grenadines","2016-08-23 10:47:11",,"R",13
580,"Trinidad and Tobago","2016-08-23 10:47:21",,"R",13
581,"Andorra","2016-08-23 10:47:37",,"R",11
582,"Liechtenstein","2016-08-23 10:47:48",,"R",11
583,"Monaco","2016-08-23 10:47:56",,"R",11
584,"San Marino","2016-08-23 10:48:04",,"R",11
585,"Myanmar (Burma)","2016-08-23 10:48:20",,"R",12
586,"Uzbekistan","2016-08-23 10:48:29",,"R",12
587,"Afghanistan","2016-08-23 10:48:38",,"R",12
588,"North Korea","2016-08-23 10:48:46",,"R",12
589,"Sri Lanka","2016-08-23 10:48:57",,"R",12
590,"Kazakhstan","2016-08-23 10:49:09",,"R",12
591,"Tajikstan","2016-08-23 10:49:18",,"R",12
592,"Laos","2016-08-23 10:49:27",,"R",12
593,"Singapore","2016-08-23 10:49:36",,"R",12
594,"Turkmenistan","2016-08-23 10:49:47",,"R",12
595,"Timor-Leste","2016-08-23 10:49:54",,"R",12
596,"Bhutan","2016-08-23 10:50:01",,"R",12
597,"Brunei","2016-08-23 10:50:07",,"R",12
598,"Maldives","2016-08-23 10:50:15",,"R",12
599,"Algeria","2016-08-23 10:50:26",,"R",14
600,"Angola","2016-08-23 10:50:33",,"R",14
601,"Burundi","2016-08-23 10:50:45",,"R",14
602,"Central African Republic","2016-08-23 10:50:58",,"R",14
603,"Comoros","2016-08-23 10:51:04",,"R",14
604,"Cote d'Ivorie","2016-08-23 10:51:18",,"R",14
605,"Equatorial Guinea","2016-08-23 10:51:31",,"R",14
606,"Eritrea","2016-08-23 10:51:41",,"R",14
607,"Gabon","2016-08-23 10:51:48",,"R",14
608,"Libya","2016-08-23 10:51:56",,"R",14
609,"Mauritania","2016-08-23 10:52:05",,"R",14
610,"Republic of Congo","2016-08-23 10:52:16",,"R",14
611,"Sao Tome and Principe","2016-08-23 10:52:26",,"R",14
612,"Seychelles","2016-08-23 10:52:36",,"R",14
613,"Togo","2016-08-23 10:52:43",,"R",14
614,"Crime - Asia","2016-08-23 11:01:52",,"S",85
615,"Papua New Guinea","2016-08-23 11:28:45",,"R",10
616,"Fiji","2016-08-23 11:28:54",,"R",10
617,"Solomon Islands","2016-08-23 11:29:02",,"R",10
618,"Vanuatu","2016-08-23 11:29:11",,"R",10
619,"Samoa","2016-08-23 11:29:18",,"R",10
620,"Kiribati","2016-08-23 11:29:26",,"R",10
621,"Tonga","2016-08-23 11:29:32",,"R",10
622,"Micronesia, Federated States","2016-08-23 11:29:47",,"R",10
623,"Marshall Islands","2016-08-23 11:29:56",,"R",10
624,"Palau","2016-08-23 11:30:02",,"R",10
625,"Tuvalu","2016-08-23 11:30:10",,"R",10
626,"Nauru","2016-08-23 11:30:17",,"R",10
627,"Businesses - Oceania","2016-08-23 11:59:45",,"S",141
628,"Businesses - Middle East","2016-08-23 12:05:05",,"S",141
